payment_id,distributor_id,invoice_id,invoice_date,invoice_amount_inr,due_date,payment_date,amount_paid_inr,payment_status
PAY-000797,DIST-070,INV-000797,2025-12-02,149652,2026-01-16,2026-01-14,149652,paid
PAY-000727,DIST-064,INV-000727,2025-12-02,238204,2025-12-23,2026-01-28,238204,paid
PAY-000895,DIST-080,INV-000895,2025-06-28,202819,2025-07-19,2025-07-19,202819,paid
PAY-000330,DIST-030,INV-000330,2025-01-09,63670,2025-01-30,2025-01-28,63670,paid
PAY-001097,DIST-098,INV-001097,2025-11-22,220786,2025-12-13,2026-01-18,220786,paid
PAY-000974,DIST-087,INV-000974,2025-12-06,32643,2025-12-27,2026-01-25,32643,paid
PAY-000987,DIST-088,INV-000987,2026-01-03,70765,2026-02-02,2026-02-19,36603,partial
PAY-000859,DIST-077,INV-000859,2024-09-09,27641,2024-10-24,2024-10-23,27641,paid
PAY-000716,DIST-063,INV-000716,2025-08-17,204190,2025-09-16,2025-10-27,204190,paid
PAY-000407,DIST-037,INV-000407,2024-09-13,221026,2024-10-28,2024-10-25,221026,paid
PAY-000337,DIST-030,INV-000337,2025-08-13,130584,2025-09-03,2025-08-31,130584,paid
PAY-000609,DIST-054,INV-000609,2025-10-17,69221,2025-11-07,2025-11-07,69221,paid
PAY-000701,DIST-062,INV-000701,2025-06-03,20568,2025-07-03,2025-08-14,20568,paid
PAY-000878,DIST-078,INV-000878,2026-04-11,21602,2026-05-26,2026-05-23,21602,paid
PAY-000190,DIST-017,INV-000190,2025-09-12,62988,2025-10-27,2025-10-24,62988,paid
PAY-001185,DIST-106,INV-001185,2025-02-26,158635,2025-03-28,,0,overdue
PAY-000377,DIST-034,INV-000377,2025-09-20,187112,2025-10-05,2025-10-04,187112,paid
PAY-000532,DIST-047,INV-000532,2025-08-12,32419,2025-08-27,2025-08-27,32419,paid
PAY-000439,DIST-039,INV-000439,2025-11-06,115176,2025-11-27,2025-11-26,115176,paid
PAY-001075,DIST-096,INV-001075,2025-12-24,79637,2026-02-07,2026-02-06,79637,paid
PAY-000860,DIST-077,INV-000860,2024-10-23,27904,2024-12-07,2025-01-20,27904,paid
PAY-000925,DIST-082,INV-000925,2025-08-19,87624,2025-09-03,2025-09-26,87624,paid
PAY-000611,DIST-054,INV-000611,2025-12-24,128544,2026-01-14,2026-01-12,128544,paid
PAY-000168,DIST-015,INV-000168,2025-03-13,29984,2025-04-27,2025-04-27,29984,paid
PAY-000830,DIST-074,INV-000830,2025-02-23,62376,2025-03-25,2025-03-24,62376,paid
PAY-000561,DIST-049,INV-000561,2025-12-11,20521,2026-01-25,2026-01-23,20521,paid
PAY-000142,DIST-013,INV-000142,2024-09-04,154644,2024-10-04,2024-10-04,154644,paid
PAY-000291,DIST-026,INV-000291,2025-10-03,101462,2025-10-18,2025-10-15,101462,paid
PAY-000172,DIST-015,INV-000172,2025-08-08,19579,2025-09-22,2025-09-19,19579,paid
PAY-000361,DIST-033,INV-000361,2024-12-23,50876,2025-02-06,2025-02-05,50876,paid
PAY-000517,DIST-046,INV-000517,2024-12-29,45048,2025-01-13,2025-01-10,45048,paid
PAY-000553,DIST-049,INV-000553,2025-02-21,17522,2025-04-07,2025-04-06,17522,paid
PAY-000867,DIST-078,INV-000867,2025-05-04,61714,2025-06-18,2025-07-19,61714,paid
PAY-000047,DIST-004,INV-000047,2025-11-28,104134,2025-12-28,2025-12-25,104134,paid
PAY-000434,DIST-039,INV-000434,2025-05-31,93503,2025-06-21,2025-06-20,93503,paid
PAY-000111,DIST-010,INV-000111,2025-05-31,243547,2025-06-30,2025-06-27,243547,paid
PAY-001195,DIST-107,INV-001195,2025-11-25,229980,2025-12-25,2025-12-31,162222,partial
PAY-001263,DIST-118,INV-001263,2024-11-07,261265,2024-12-07,2025-03-09,0,written_off
PAY-000881,DIST-079,INV-000881,2024-09-14,66241,2024-09-29,2024-10-22,66241,paid
PAY-000741,DIST-065,INV-000741,2026-04-01,49444,2026-05-01,2026-04-28,49444,paid
PAY-000128,DIST-011,INV-000128,2025-07-13,63062,2025-08-03,2025-08-03,63062,paid
PAY-000779,DIST-069,INV-000779,2024-12-04,138371,2024-12-19,2024-12-18,138371,paid
PAY-000065,DIST-006,INV-000065,2025-01-25,41555,2025-02-24,2025-02-22,41555,paid
PAY-001164,DIST-104,INV-001164,2025-09-08,187341,2025-10-08,2025-10-17,127145,partial
PAY-000656,DIST-059,INV-000656,2025-05-25,38770,2025-06-09,2025-07-11,38770,paid
PAY-000438,DIST-039,INV-000438,2025-10-04,231514,2025-10-25,2025-10-22,231514,paid
PAY-000299,DIST-027,INV-000299,2025-06-26,174585,2025-07-17,2025-07-14,174585,paid
PAY-000963,DIST-086,INV-000963,2025-02-27,32827,2025-03-14,2025-04-15,32827,paid
PAY-000319,DIST-029,INV-000319,2024-09-16,38516,2024-10-31,2024-10-28,38516,paid
PAY-001117,DIST-100,INV-001117,2025-01-03,37787,2025-02-17,2025-02-14,37787,paid
PAY-000079,DIST-007,INV-000079,2024-12-30,84204,2025-01-14,2025-01-14,84204,paid
PAY-000931,DIST-083,INV-000931,2025-10-17,106113,2025-11-07,2025-11-19,64135,partial
PAY-000571,DIST-050,INV-000571,2025-01-22,57569,2025-02-12,2025-02-09,57569,paid
PAY-000235,DIST-021,INV-000235,2025-04-14,56772,2025-04-29,2025-04-26,56772,paid
PAY-000976,DIST-087,INV-000976,2026-02-21,64332,2026-03-14,2026-03-12,64332,paid
PAY-000436,DIST-039,INV-000436,2025-08-06,205899,2025-08-27,2025-08-26,205899,paid
PAY-000996,DIST-089,INV-000996,2025-03-06,33524,2025-03-21,,0,overdue
PAY-000702,DIST-062,INV-000702,2025-06-26,28299,2025-07-26,2025-08-28,28299,paid
PAY-000650,DIST-058,INV-000650,2025-10-19,48197,2025-11-03,2025-11-01,48197,paid
PAY-000133,DIST-012,INV-000133,2025-03-02,30999,2025-03-23,2025-03-22,30999,paid
PAY-000674,DIST-060,INV-000674,2025-11-26,160712,2026-01-10,2026-01-27,160712,paid
PAY-000823,DIST-073,INV-000823,2025-11-02,155756,2025-12-17,2025-12-16,155756,paid
PAY-000409,DIST-037,INV-000409,2024-11-05,115851,2024-12-20,2024-12-19,115851,paid
PAY-000888,DIST-079,INV-000888,2025-05-03,159904,2025-05-18,2025-06-26,159904,paid
PAY-000813,DIST-072,INV-000813,2025-12-11,33993,2026-01-25,2026-01-23,33993,paid
PAY-000222,DIST-020,INV-000222,2024-08-21,113085,2024-09-05,2024-09-05,113085,paid
PAY-000370,DIST-034,INV-000370,2025-01-21,147396,2025-02-05,2025-02-05,147396,paid
PAY-000176,DIST-016,INV-000176,2025-01-24,19968,2025-02-14,2025-02-12,19968,paid
PAY-000224,DIST-020,INV-000224,2024-11-03,148144,2024-11-18,2024-11-18,148144,paid
PAY-000953,DIST-085,INV-000953,2025-05-19,23429,2025-07-03,,0,overdue
PAY-001096,DIST-098,INV-001096,2025-10-11,125131,2025-11-01,2025-10-30,125131,paid
PAY-000960,DIST-086,INV-000960,2024-11-26,34811,2024-12-11,,0,overdue
PAY-000955,DIST-085,INV-000955,2025-07-27,21591,2025-09-10,2025-10-19,21591,paid
PAY-000715,DIST-063,INV-000715,2025-07-14,168530,2025-08-13,2025-08-10,168530,paid
PAY-000192,DIST-017,INV-000192,2025-11-10,74134,2025-12-25,2025-12-25,74134,paid
PAY-000947,DIST-085,INV-000947,2024-11-28,15035,2025-01-12,2025-01-09,15035,paid
PAY-000796,DIST-070,INV-000796,2025-10-25,103993,2025-12-09,2025-12-20,103993,paid
PAY-000457,DIST-041,INV-000457,2024-10-08,22477,2024-10-23,2024-10-21,22477,paid
PAY-000150,DIST-013,INV-000150,2025-05-08,163584,2025-06-07,2025-06-07,163584,paid
PAY-000818,DIST-073,INV-000818,2025-05-08,218931,2025-06-22,2025-07-31,218931,paid
PAY-001168,DIST-105,INV-001168,2024-09-03,30270,2024-09-18,,0,overdue
PAY-000325,DIST-029,INV-000325,2025-04-12,66467,2025-05-27,2025-05-27,66467,paid
PAY-000770,DIST-068,INV-000770,2024-09-11,198197,2024-10-11,2024-10-26,198197,paid
PAY-000596,DIST-053,INV-000596,2025-03-06,85265,2025-03-27,2025-03-24,85265,paid
PAY-000216,DIST-019,INV-000216,2025-06-25,78230,2025-07-16,2025-07-13,78230,paid
PAY-000317,DIST-028,INV-000317,2026-05-04,14381,2026-05-25,2026-05-25,14381,paid
PAY-000017,DIST-002,INV-000017,2025-07-10,247572,2025-07-25,2025-07-25,247572,paid
PAY-001149,DIST-103,INV-001149,2024-09-10,207726,2024-10-01,2024-10-27,207726,paid
PAY-000502,DIST-045,INV-000502,2024-03-20,15352,2024-04-19,2024-04-17,15352,paid
PAY-000117,DIST-010,INV-000117,2025-10-30,154402,2025-11-29,2025-11-28,154402,paid
PAY-000088,DIST-008,INV-000088,2024-08-31,276169,2024-09-15,2024-09-12,276169,paid
PAY-000539,DIST-048,INV-000539,2025-01-03,30900,2025-02-02,2025-02-02,30900,paid
PAY-000922,DIST-082,INV-000922,2025-06-04,114893,2025-06-19,,0,overdue
PAY-001037,DIST-093,INV-001037,2025-06-17,289428,2025-08-01,,0,overdue
PAY-000847,DIST-076,INV-000847,2024-11-14,35299,2024-12-05,2025-01-08,35299,paid
PAY-000171,DIST-015,INV-000171,2025-06-25,28819,2025-08-09,2025-08-06,28819,paid
PAY-000766,DIST-067,INV-000766,2025-06-06,179575,2025-06-27,2025-07-28,179575,paid
PAY-000643,DIST-057,INV-000643,2025-08-21,80535,2025-09-20,2025-10-25,80535,paid
PAY-001050,DIST-095,INV-001050,2024-12-12,214725,2025-01-11,2025-01-11,214725,paid
PAY-000752,DIST-066,INV-000752,2025-07-01,53613,2025-07-31,2025-08-24,53613,paid
PAY-000903,DIST-080,INV-000903,2026-02-15,128670,2026-03-08,2026-03-07,128670,paid
PAY-000265,DIST-024,INV-000265,2025-04-02,84950,2025-04-23,2025-04-23,84950,paid
PAY-000838,DIST-075,INV-000838,2024-10-28,29077,2024-11-27,2024-12-19,29077,paid
PAY-000822,DIST-073,INV-000822,2025-09-23,154851,2025-11-07,2025-11-07,154851,paid
PAY-000588,DIST-052,INV-000588,2024-09-22,122560,2024-10-13,2024-10-10,122560,paid
PAY-TRAP-003,DIST-903,INV-TRAP-003,2025-11-16,50000,2025-12-16,2025-12-14,50000,paid
PAY-000082,DIST-007,INV-000082,2025-04-02,67694,2025-04-17,2025-03-29,67694,paid
PAY-001000,DIST-090,INV-001000,2024-11-12,20831,2024-11-27,2024-11-25,20831,paid
PAY-001165,DIST-104,INV-001165,2025-10-07,83520,2025-11-06,2025-11-19,83520,paid
PAY-000254,DIST-023,INV-000254,2024-07-16,131469,2024-07-31,2024-07-29,131469,paid
PAY-000288,DIST-026,INV-000288,2025-06-20,160801,2025-07-05,2025-07-04,160801,paid
PAY-000906,DIST-081,INV-000906,2025-03-23,133924,2025-04-22,2025-05-02,133924,paid
PAY-000525,DIST-046,INV-000525,2025-08-31,66403,2025-09-15,2025-09-12,66403,paid
PAY-000970,DIST-087,INV-000970,2025-08-09,39883,2025-08-30,,0,overdue
PAY-000529,DIST-047,INV-000529,2025-04-26,31313,2025-05-11,2025-05-08,31313,paid
PAY-000944,DIST-084,INV-000944,2025-09-03,51489,2025-10-18,,0,overdue
PAY-000367,DIST-033,INV-000367,2025-07-07,39721,2025-08-21,2025-08-18,39721,paid
PAY-000146,DIST-013,INV-000146,2025-01-20,181528,2025-02-19,2025-02-17,181528,paid
PAY-000183,DIST-016,INV-000183,2025-08-22,25262,2025-09-12,2025-09-10,25262,paid
PAY-000724,DIST-064,INV-000724,2025-09-22,250653,2025-10-13,2025-10-11,250653,paid
PAY-000745,DIST-066,INV-000745,2024-12-13,98742,2025-01-12,2025-01-10,98742,paid
PAY-001181,DIST-106,INV-001181,2024-10-16,175760,2024-11-15,2024-11-23,139114,partial
